handle	h0	h1	p	o
src-bc7ff4b7cc12163d	0	1	0	0
src-bc7ff4b7cc12163d	0	1	0	0
src-bc7ff4b7cc12163d	0	1	0	0
src-bc7ff4b7cc12163d	0	1	0	0
src-bc7ff4b7cc12163d	0	1	0	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	1	0
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	0	1
src-bc7ff4b7cc12163d	0	1	1	1
src-bc7ff4b7cc12163d	0	1	1	1
src-bc7ff4b7cc12163d	0	1	1	1
src-bc7ff4b7cc12163d	0	1	1	1
src-bc7ff4b7cc12163d	0	1	1	1
src-bc7ff4b7cc12163d	0	1	1	1
src-bc7ff4b7cc12163d	0	1	1	1
src-bc7ff4b7cc12163d	0	1	1	1
src-bc7ff4b7cc12163d	0	1	1	1
src-bc7ff4b7cc12163d	0	1	1	1
src-bc7ff4b7cc12163d	0	1	1	1
src-bc7ff4b7cc12163d	0	1	1	1
src-bc7ff4b7cc12163d	1	0	0	0
src-bc7ff4b7cc12163d	1	0	0	0
src-bc7ff4b7cc12163d	1	0	0	0
src-bc7ff4b7cc12163d	1	0	0	0
src-bc7ff4b7cc12163d	1	0	0	0
src-bc7ff4b7cc12163d	1	0	0	0
src-bc7ff4b7cc12163d	1	0	0	0
src-bc7ff4b7cc12163d	1	0	0	0
src-bc7ff4b7cc12163d	1	0	0	0
src-bc7ff4b7cc12163d	1	0	0	0
src-bc7ff4b7cc12163d	1	0	0	0
src-bc7ff4b7cc12163d	1	0	0	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	1	0
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	0	1
src-bc7ff4b7cc12163d	1	0	1	1
src-bc7ff4b7cc12163d	1	0	1	1
src-bc7ff4b7cc12163d	1	0	1	1
src-bc7ff4b7cc12163d	1	0	1	1
src-bc7ff4b7cc12163d	1	0	1	1
src-bc7ff4b7cc12163d	1	0	1	1
src-bc7ff4b7cc12163d	1	0	1	1
src-bc7ff4b7cc12163d	1	0	1	1
src-bc7ff4b7cc12163d	1	0	1	1
src-bc7ff4b7cc12163d	1	0	1	1
src-bc7ff4b7cc12163d	1	0	1	1
src-bc7ff4b7cc12163d	1	0	1	1
src-bc7ff4b7cc12163d	1	1	0	0
src-bc7ff4b7cc12163d	1	1	0	0
src-bc7ff4b7cc12163d	1	1	0	0
src-bc7ff4b7cc12163d	1	1	0	0
src-bc7ff4b7cc12163d	1	1	1	0
src-bc7ff4b7cc12163d	1	1	1	0
src-bc7ff4b7cc12163d	1	1	1	0
src-bc7ff4b7cc12163d	1	1	1	0
src-bc7ff4b7cc12163d	1	1	1	0
src-bc7ff4b7cc12163d	1	1	1	0
src-bc7ff4b7cc12163d	1	1	1	0
src-bc7ff4b7cc12163d	1	1	1	0
src-bc7ff4b7cc12163d	1	1	1	0
src-bc7ff4b7cc12163d	1	1	1	0
src-bc7ff4b7cc12163d	1	1	1	0
src-bc7ff4b7cc12163d	1	1	1	0
src-bc7ff4b7cc12163d	1	1	0	1
src-bc7ff4b7cc12163d	1	1	0	1
src-bc7ff4b7cc12163d	1	1	0	1
src-bc7ff4b7cc12163d	1	1	0	1
src-bc7ff4b7cc12163d	1	1	0	1
src-bc7ff4b7cc12163d	1	1	0	1
src-bc7ff4b7cc12163d	1	1	0	1
src-bc7ff4b7cc12163d	1	1	0	1
src-bc7ff4b7cc12163d	1	1	0	1
src-bc7ff4b7cc12163d	1	1	0	1
src-bc7ff4b7cc12163d	1	1	0	1
src-bc7ff4b7cc12163d	1	1	0	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bc7ff4b7cc12163d	1	1	1	1
src-bd2e50ac87b07f6c	0	0	0	0
src-bd2e50ac87b07f6c	1	1	1	1
src-bd2e50ac87b07f6c	1	1	1	1
src-bd2e50ac87b07f6c	1	1	1	1
src-bd2e50ac87b07f6c	1	1	1	1
src-d52c7f63b586c435	0	0	1	1
src-d52c7f63b586c435	0	0	1	1
src-d52c7f63b586c435	0	0	1	1
src-d52c7f63b586c435	0	0	1	1
src-d52c7f63b586c435	0	0	1	1
src-d52c7f63b586c435	0	0	1	1
src-d52c7f63b586c435	0	0	1	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	0	1	0	1
src-d52c7f63b586c435	1	0	0	1
src-d52c7f63b586c435	1	0	0	1
src-d52c7f63b586c435	1	0	0	1
src-d52c7f63b586c435	1	0	0	1
src-d52c7f63b586c435	1	0	0	1
src-d52c7f63b586c435	1	0	0	1
src-d52c7f63b586c435	1	0	0	1
src-d52c7f63b586c435	1	1	1	0
src-d52c7f63b586c435	1	1	1	0
src-d52c7f63b586c435	1	1	1	0
src-d52c7f63b586c435	1	1	1	0
src-d52c7f63b586c435	1	1	1	0
src-d52c7f63b586c435	1	1	1	0
src-d52c7f63b586c435	1	1	1	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
src-d96fbba7308dd1d5	0	0	0	0
